user_id,product_id,rating,interaction_type,timestamp,weight,final_weight,user_idx,product_idx
user_546,fe48ab3a114a9106635554b8ffe7f33c,5,view,2023-12-14 07:00:00,0.3,0.3,103,1878
user_207,d6c91c966c35e5b23f0ef4909c51dcfb,5,purchase,2023-12-14 16:00:00,1.0,1.0,104,19439
user_860,36e2517e1b854b2effbe5ded75a22f12,5,view,2023-03-10 04:00:00,0.3,0.3,105,5217
user_41,cf2c850692baa23d413b96326a7474fd,5,view,2023-06-06 20:00:00,0.3,0.3,106,14100
user_118,451c7f55977b311bb752f44055750b92,5,wishlist,2023-03-10 06:00:00,0.5,0.5,107,4548
user_540,9d7a1e6e810952fd95f4fc501bd93e9f,5,purchase,2023-09-15 12:00:00,1.0,1.0,108,9969
user_655,caba212c8823ac57d587885c74540726,5,purchase,2023-12-14 10:00:00,1.0,1.0,109,4741
user_834,60da299c11d9c2cf02f20841d86225b7,5,wishlist,2023-03-10 10:00:00,0.5,0.5,110,17018
user_150,282e4298339cca4db4df989f84700739,5,purchase,2023-03-09 23:00:00,1.0,1.0,111,4640
user_872,ace2eefee15eaaece06c1ac9bf5ca24b,5,wishlist,2023-03-10 11:00:00,0.5,0.5,112,5161
user_166,2c7c2cf5a1a4e3c1525c3f13f6a8e236,5,view,2023-03-10 14:00:00,0.3,0.3,83,5707
user_514,e07aee59843f2f5af3d25814914153b2,5,view,2023-09-15 15:00:00,0.3,0.3,113,15090
user_108,dbe2725f8b5ebd5ec62fe44d12827fde,5,add_to_cart,2023-09-15 19:00:00,0.7,0.7,114,7403
user_278,e01889a241356c68d31c127d8d8a94cc,5,view,2023-12-14 02:00:00,0.3,0.3,115,17208
user_578,8d47ed83db96d6aff61fe82141b04deb,5,purchase,2023-12-13 22:00:00,1.0,1.0,116,5488
user_720,f76b4c37b7706cbf9a89c6fbff8cda7c,5,purchase,2023-06-06 23:00:00,1.0,1.0,117,2257
user_773,b13b2332e32b87404b9bb27c31576aa3,5,view,2023-09-15 09:00:00,0.3,0.3,118,1741
user_943,d416488adaeabb249e8ba5a9abd08af5,5,wishlist,2023-09-14 09:00:00,0.5,0.5,19,8226
user_567,f8ce0dfa9d9dffec0866f8539671bfcb,5,view,2023-03-09 05:00:00,0.3,0.3,119,8641
user_891,db63268a8e05d61984620caa8979a125,5,view,2023-06-07 22:00:00,0.3,0.3,120,606
user_243,d98147c96d2eebf723b2b67d791bcdaa,5,view,2023-03-08 19:00:00,0.3,0.3,121,8928
user_900,892e18da7ad09ca49177727fa8982aab,5,purchase,2023-03-08 20:00:00,1.0,1.0,122,2713
user_822,0c207782c3236cfcc24038d24fbf3797,5,add_to_cart,2023-03-08 21:00:00,0.7,0.7,123,4986
user_861,52003db8be7175ad4bbf04d59835410d,5,view,2023-03-09 01:00:00,0.3,0.3,124,7293
user_801,3c3144e0374c5e81acd1a68b0641dee6,5,purchase,2023-12-15 15:00:00,1.0,1.0,125,7614
user_724,1b48c0ad2635dae44315fba942dc2c85,5,view,2023-03-09 06:00:00,0.3,0.3,69,3589
user_573,00cd24b40b966cc8037c5a7302b7af23,5,view,2023-03-09 21:00:00,0.3,0.3,126,2098
user_56,22bfbf2230922ceec1274c439e0f1792,5,purchase,2023-09-15 01:00:00,1.0,1.0,127,3822
user_444,cc4d2cd360b43e5944165fae1915935f,5,view,2023-09-15 02:00:00,0.3,0.3,128,814
user_450,6d8e0cbf001b65ae6dcfbaa0a9460089,5,view,2023-12-15 06:00:00,0.3,0.3,129,6284
user_70,4992ace4497376d90bf2da8a43b25a94,5,view,2023-12-15 04:00:00,0.3,0.3,130,17309
user_646,0bfdc96d1dd064471ea05c3959600a35,5,purchase,2023-03-09 19:00:00,1.0,1.0,131,17843
user_405,58fec6afe0b5a13818cb7014de40c29e,5,wishlist,2023-12-15 00:00:00,0.5,0.5,132,19036
user_420,8b62f32dd4a1a90a76ac3b2a337a6bb2,5,purchase,2023-12-09 17:00:00,1.0,1.0,133,18478
user_869,03f051b5576de0859ec4345dbecaa087,5,view,2023-06-03 14:00:00,0.3,0.3,134,19472
user_991,307da045bb08837d8fe096b8f929d8a3,5,view,2023-05-26 16:00:00,0.3,0.3,135,11584
user_944,0e8cc4e83360256e2b01e9dc605918c9,5,purchase,2023-03-21 10:00:00,1.0,1.0,136,5190
user_913,32e11fe7441254174064208d76ec4793,5,view,2023-05-29 07:00:00,0.3,0.3,137,1146
user_673,908f088a301b712a86d075b862b61854,5,add_to_cart,2023-03-21 03:00:00,0.7,0.7,138,5705
user_925,ab5dcabb64aa1129d8d8a2b2fedf2470,5,view,2023-03-21 05:00:00,0.3,0.3,139,1108
user_228,e6bf384d23d0556a62bdc888fabe7222,5,view,2023-05-29 02:00:00,0.3,0.3,140,14357
user_236,9ec2249435cdff9bf1bd8b52a7a6cec4,5,add_to_cart,2023-03-21 08:00:00,0.7,0.7,141,3795
user_526,4b54fc754fcb8fdb3ac703e2cca66324,5,view,2023-03-21 09:00:00,0.3,0.3,142,17509
user_599,6e812fbc03331ab363789b0f2d6b3ff2,5,view,2023-03-21 12:00:00,0.3,0.3,29,10346
user_923,ad7bb804b9449ac876ca8e5a8aeed4fc,5,purchase,2023-05-29 10:00:00,1.0,1.0,143,13705
user_301,d205fadd5c7b90529c5d343016a23388,5,purchase,2023-05-28 23:00:00,1.0,1.0,144,1386
user_442,687be91ac7a2ab8b2706fdf30bdd6a25,5,purchase,2023-05-28 22:00:00,1.0,1.0,145,15776
user_610,5cf5441682166482a3fe2afd473f75c7,5,view,2023-05-28 19:00:00,0.3,0.3,146,14442
user_155,0ecdf542f0735c369c1458734633c1b9,5,wishlist,2023-09-25 02:00:00,0.5,0.5,147,18474
user_240,4a599a28ecfe067f44d8af6e4c23e8db,5,add_to_cart,2023-12-02 10:00:00,0.7,0.7,148,2627
user_796,4198d2a29b5377720bd0d073ce66dcd6,5,purchase,2023-09-25 03:00:00,1.0,1.0,149,9101
user_947,37c00d54683cb442e22f508eeb850d28,5,add_to_cart,2023-09-24 16:00:00,0.7,0.7,150,18017
user_542,31c434da6374a59954559169126fb3b9,5,purchase,2023-03-20 21:00:00,1.0,1.0,151,13074
user_216,dccff2b2c640bfc08536f635092da674,5,purchase,2023-03-21 23:00:00,1.0,1.0,97,15437
user_638,6860d5c5cdac6f9a08c6e3b4a0be556a,5,add_to_cart,2023-05-29 20:00:00,0.7,0.7,2,16034
user_813,8f5ff25aa56bcde08b4407926e0c3232,5,purchase,2023-09-24 08:00:00,1.0,1.0,152,17738
user_663,ff768574bc60635a3046cc0fee502cd1,5,wishlist,2023-03-20 06:00:00,0.5,0.5,153,3125
user_257,4d6be4c0f6c80299750a038c49d245c0,5,purchase,2023-03-20 07:00:00,1.0,1.0,154,13524
user_989,1a4bc1f82164b0578767d4fefef17edc,5,view,2023-03-20 08:00:00,0.3,0.3,30,6704
user_123,4461d7cd8e3c7ebff3f571ecb9b4b2df,5,wishlist,2023-03-20 09:00:00,0.5,0.5,155,12320
user_715,e51aaeaaa1049c10f3d497d66d7ecb5c,5,add_to_cart,2023-12-03 21:00:00,0.7,0.7,156,13733
user_132,885fc0663ae95f4784d64f8926131942,5,view,2023-09-24 10:00:00,0.3,0.3,157,9831
user_424,d0649bef599d5a105432dfd2bf14c951,5,view,2023-05-29 14:00:00,0.3,0.3,158,14859
user_328,dd2be34547c3e71ff81faee9aa4a89d1,5,view,2023-03-20 13:00:00,0.3,0.3,159,18720
user_669,5a57598e373824246ef8f99f67b4bba4,5,view,2023-05-29 17:00:00,0.3,0.3,160,9901
user_484,66d1b6245d308c474d54f66b2aecb535,5,purchase,2023-05-29 16:00:00,1.0,1.0,161,15663
user_610,b1951cbac78f9db1b3ee946be3aeeb49,5,purchase,2023-09-24 12:00:00,1.0,1.0,146,14175
user_286,b9cb9c703567e1b35f5d2cb6b248598b,5,wishlist,2023-03-20 17:00:00,0.5,0.5,12,17822
user_685,313fbb1a9cd63682e49ae69f0c86267b,5,add_to_cart,2023-12-03 14:00:00,0.7,0.7,162,14676
user_561,d98fac46793639eceaaa2e74cadd4973,5,wishlist,2023-05-28 15:00:00,0.5,0.5,163,8841
user_893,1d829e0eac91d7e85cdd6d581c363360,5,view,2023-12-02 06:00:00,0.3,0.3,164,7407
user_505,c36f5b14d3d88fa15447b1b957fa887f,5,purchase,2023-03-20 03:00:00,1.0,1.0,165,6961
user_175,1bde6d99ca3729a043013e766e84a8b7,5,view,2023-09-26 13:00:00,0.3,0.3,166,18633
user_606,949277bfe39b8ddce0b99e10d8fd77b6,5,view,2023-12-01 09:00:00,0.3,0.3,167,15539
user_395,d246fe8a95cec0bb74c08a2fbde957fa,5,wishlist,2023-05-27 12:00:00,0.5,0.5,168,9980
user_900,20dd738593ea1dc02911627f785ecd5f,5,view,2023-03-23 11:00:00,0.3,0.3,122,15178
user_658,888ff8c8e52d25b9fddfd08c9be30ecb,5,view,2023-09-26 11:00:00,0.3,0.3,169,17101
user_445,12bcce666a88b0c259e03569e072dc88,5,purchase,2023-05-27 10:00:00,1.0,1.0,38,4987
user_496,d5ba3a7300f539a54601781651b4d37f,5,view,2023-12-01 06:00:00,0.3,0.3,170,8625
user_597,4f7d97ed4fdd98f6b415fc2cdf06db43,5,view,2023-05-27 08:00:00,0.3,0.3,171,14721
user_999,6edb8c251165ca994264d1a20562c116,5,view,2023-05-27 15:00:00,0.3,0.3,172,988
user_216,aa5fae0a2616918610dc3a9a0280ba3b,5,view,2023-12-01 01:00:00,0.3,0.3,97,9405
user_900,e7637b95ea9d946c48d3747d882774c0,5,view,2023-09-26 15:00:00,0.3,0.3,122,7604
user_435,5e6f59724b297c94a22e78f25640951c,5,add_to_cart,2023-12-01 00:00:00,0.7,0.7,173,10362
user_497,c8de76912ac4723b40f4ba4c7a4aa220,5,add_to_cart,2023-03-23 21:00:00,0.7,0.7,174,16744
user_679,3b512e7cdb89d76d218a026ad571a80a,5,wishlist,2023-09-26 19:00:00,0.5,0.5,175,1187
user_183,8befa7021a8de5e4b6e2b3f5536fdbc8,5,add_to_cart,2023-09-26 22:00:00,0.7,0.7,176,5848
user_948,c75d6d827876b0d0127acb59e5a251ee,5,wishlist,2023-03-23 07:00:00,0.5,0.5,177,5863
user_577,5c3056ba53c0c16d0ff17140849b7d10,5,add_to_cart,2023-12-01 12:00:00,0.7,0.7,178,9521
user_770,7a26c782b80c67f8708fbaaeb79758e6,5,add_to_cart,2023-09-25 04:00:00,0.7,0.7,179,9340
user_165,0885a0a7a607c0996a5fcea834193384,5,purchase,2023-09-25 11:00:00,1.0,1.0,180,13081
user_161,f23a93e387deed502d7ccc3891a0bac0,5,purchase,2023-05-28 13:00:00,1.0,1.0,181,13935
user_618,416b96ad20cab5dad172c91f6657a5e8,5,view,2023-03-22 04:00:00,0.3,0.3,182,15057
user_407,98ee40858427a8b73e307146c23e2887,5,view,2023-03-22 05:00:00,0.3,0.3,35,12124
user_739,3e910311f0dad0b2ce84181e504ec8f4,5,purchase,2023-09-25 08:00:00,1.0,1.0,183,12658
user_142,8ac13b90b98463d05912cae5b1f672d2,5,add_to_cart,2023-05-28 09:00:00,0.7,0.7,184,19409
user_423,05b1dd9677f7815e6f38b89af06e121c,5,purchase,2023-03-22 09:00:00,1.0,1.0,185,3292
user_699,6936b5195dc9ae0d264e40387627d11a,5,view,2023-03-22 13:00:00,0.3,0.3,186,15472
user_67,f4b45a12652dcbbf5d47d44514483fb5,5,purchase,2023-03-23 03:00:00,1.0,1.0,187,16006
user_515,b30bd792e2f119b52ecc89d73ed846f3,5,view,2023-05-28 04:00:00,0.3,0.3,188,11763
user_247,ca91a9b331e5307b30068488feb78499,5,view,2023-03-22 18:00:00,0.3,0.3,189,3229
user_281,6cb34b1a585d7455795eecf9e0ad0912,5,add_to_cart,2023-03-22 20:00:00,0.7,0.7,190,14444
user_914,ebba7d357d33b4be16c971a887603fbe,5,view,2023-05-27 22:00:00,0.3,0.3,191,10455
user_229,3087a7157490c88f7fcb31849534aa4d,5,view,2023-05-27 21:00:00,0.3,0.3,192,4715
user_715,3c62315597edacb37ac3aef41d6388af,5,view,2023-09-26 07:00:00,0.3,0.3,156,10643
user_922,884fae28f6b43ad47ffb79d23a8d5b1c,5,add_to_cart,2023-09-24 06:00:00,0.7,0.7,193,7564
user_336,3c2ff53673543e77a049a2765c430a82,5,view,2023-12-04 02:00:00,0.3,0.3,194,19244
user_647,948d4d7ae6ee4bd8dfcdd8d1fc0ca8c6,5,wishlist,2023-03-15 05:00:00,0.5,0.5,195,9311
user_28,d8047262f85598e2077aa939fc03219f,5,purchase,2023-06-02 14:00:00,1.0,1.0,196,14744
user_541,f4c31f8b87ef550ea74eb4403ee3bd0f,5,purchase,2023-06-02 16:00:00,1.0,1.0,87,3921
user_453,1b1de0f56555d36aa906623c2da55996,5,view,2023-12-08 06:00:00,0.3,0.3,197,12310
user_454,a1a266a37d38f7ce41d11f1868d8c9bf,5,view,2023-09-19 12:00:00,0.3,0.3,198,9032
user_473,8e0da2ef46bd4e0e1a18eea17a749067,5,view,2023-03-16 12:00:00,0.3,0.3,199,561
user_505,6d514927a2f22a33438881333c5f7dca,5,purchase,2023-12-08 01:00:00,1.0,1.0,165,3716
user_641,2e07472d3e3f949ba586a447b9e93407,5,view,2023-12-08 00:00:00,0.3,0.3,200,2102
user_622,caa190a9ead8eee3d768dbf9d89fac1d,5,view,2023-03-16 19:00:00,0.3,0.3,201,10216
user_805,af3ea547003e5e0f53a1708b05002756,5,purchase,2023-12-08 08:00:00,1.0,1.0,202,18985
user_318,aa86b3c574d7c48dabc3b0590e8a8e2f,5,purchase,2023-06-02 10:00:00,1.0,1.0,203,19566
user_416,3c48af4f01a956657232b80bca36a148,5,view,2023-03-16 21:00:00,0.3,0.3,204,3877
user_615,726b747cd938d17e36f1b4f9cbb584f4,5,view,2023-06-02 07:00:00,0.3,0.3,205,5014
user_487,7edd9c149ff7faebca4c3a980d3a7ad0,5,purchase,2023-06-02 06:00:00,1.0,1.0,206,16321
user_802,dbcfeaa12b59b90de5d40acb4356bc1c,5,purchase,2023-09-19 19:00:00,1.0,1.0,207,12940
user_11,1294ea7211d3e1feb0cd8c95db9819ee,5,purchase,2023-09-19 22:00:00,1.0,1.0,62,541
user_552,38f50499eacfa1e747c0b10735325dbf,5,view,2023-09-19 11:00:00,0.3,0.3,208,9946
user_812,7ac4d810e11b28eeb7d0e9fc5ad9f39b,5,wishlist,2023-12-08 10:00:00,0.5,0.5,209,14755
user_52,4ebbd86a2bd3cefa527ae9f425ff5cd2,5,add_to_cart,2023-09-20 01:00:00,0.7,0.7,93,16580
user_908,fd17044309bd81910739f6d27da92884,5,purchase,2023-03-15 14:00:00,1.0,1.0,210,10670
user_663,b4c4eb07b98f1483525cca1d62d6188c,5,view,2023-12-09 08:00:00,0.3,0.3,153,15616
user_932,b4fad612a9f72f1ffd10134f9be7cfe8,5,add_to_cart,2023-12-09 05:00:00,0.7,0.7,211,16886
user_31,0530408a93f04b004adc87c045494221,5,purchase,2023-09-18 21:00:00,1.0,1.0,212,19831
